Admin2,Province_State,Country_Region,Lat,Long_,Combined_Key,Date,Confirmed,Deaths,TransactionYear,TransactionQtr,TransactionMth
Kings,New York,US,40.636182500000004,-73.94935552,"Kings, New York, US",2020-03-22,0,0,2020,1,3
Lewis,New York,US,43.784415700000004,-75.44903992,"Lewis, New York, US",2020-03-22,0,0,2020,1,3
Livingston,New York,US,42.72596275,-77.77966158,"Livingston, New York, US",2020-03-22,2,0,2020,1,3
Madison,New York,US,42.91653905,-75.67266639,"Madison, New York, US",2020-03-22,0,0,2020,1,3
Monroe,New York,US,43.14638895,-77.69322942,"Monroe, New York, US",2020-03-22,68,1,2020,1,3
Montgomery,New York,US,42.90123494,-74.44011632,"Montgomery, New York, US",2020-03-22,3,0,2020,1,3
Nassau,New York,US,40.74066522,-73.58941873,"Nassau, New York, US",2020-03-22,1900,4,2020,1,3
New York,New York,US,40.767272600000005,-73.97152637,"New York City, New York, US",2020-03-22,9654,63,2020,1,3
Niagara,New York,US,43.19898042,-78.74777412,"Niagara, New York, US",2020-03-22,9,0,2020,1,3
Oneida,New York,US,43.24375382,-75.43710392,"Oneida, New York, US",2020-03-22,4,0,2020,1,3
Onondaga,New York,US,43.00491923,-76.19971155,"Onondaga, New York, US",2020-03-22,45,0,2020,1,3
Ontario,New York,US,42.85145728,-77.30874425,"Ontario, New York, US",2020-03-22,4,0,2020,1,3
Orange,New York,US,41.40337468,-74.30240757,"Orange, New York, US",2020-03-22,247,0,2020,1,3
Orleans,New York,US,43.2516977,-78.2320066,"Orleans, New York, US",2020-03-22,0,0,2020,1,3
Oswego,New York,US,43.42778894,-76.14635194,"Oswego, New York, US",2020-03-22,0,0,2020,1,3
Otsego,New York,US,42.63492579,-75.03151402,"Otsego, New York, US",2020-03-22,0,0,2020,1,3
Putnam,New York,US,41.42630093,-73.74965532,"Putnam, New York, US",2020-03-22,31,0,2020,1,3
Queens,New York,US,40.71088124,-73.81684712,"Queens, New York, US",2020-03-22,0,0,2020,1,3
Rensselaer,New York,US,42.71348136,-73.51089874,"Rensselaer, New York, US",2020-03-22,20,0,2020,1,3
Richmond,New York,US,40.58582155,-74.14808598,"Richmond, New York, US",2020-03-22,0,0,2020,1,3
Rockland,New York,US,41.15027894,-74.02560498,"Rockland, New York, US",2020-03-22,455,1,2020,1,3
St. Lawrence,New York,US,44.4976179,-75.06550039,"St. Lawrence, New York, US",2020-03-22,0,0,2020,1,3
Saratoga,New York,US,43.10904162,-73.86653895,"Saratoga, New York, US",2020-03-22,35,0,2020,1,3
Schenectady,New York,US,42.81668777,-74.05278291,"Schenectady, New York, US",2020-03-22,32,0,2020,1,3
Schoharie,New York,US,42.58831742,-74.44339029999999,"Schoharie, New York, US",2020-03-22,1,0,2020,1,3
Schuyler,New York,US,42.39184015,-76.8773299,"Schuyler, New York, US",2020-03-22,0,0,2020,1,3
Seneca,New York,US,42.78081007,-76.82497064,"Seneca, New York, US",2020-03-22,0,0,2020,1,3
Steuben,New York,US,42.2689144,-77.3829924,"Steuben, New York, US",2020-03-22,2,0,2020,1,3
Suffolk,New York,US,40.88320119,-72.8012172,"Suffolk, New York, US",2020-03-22,1034,9,2020,1,3
Sullivan,New York,US,41.71579493,-74.76394559,"Sullivan, New York, US",2020-03-22,12,0,2020,1,3
Tioga,New York,US,42.16852837,-76.30835812,"Tioga, New York, US",2020-03-22,1,0,2020,1,3
Tompkins,New York,US,42.44945765,-76.47229843,"Tompkins, New York, US",2020-03-22,15,0,2020,1,3
Ulster,New York,US,41.89027881,-74.26252104,"Ulster, New York, US",2020-03-22,18,0,2020,1,3
Warren,New York,US,43.56173026,-73.8433699,"Warren, New York, US",2020-03-22,1,0,2020,1,3
Washington,New York,US,43.31153794,-73.43043448,"Washington, New York, US",2020-03-22,1,0,2020,1,3
Wayne,New York,US,43.15494365,-77.02976528,"Wayne, New York, US",2020-03-22,3,0,2020,1,3
Westchester,New York,US,41.16278376,-73.75741653,"Westchester, New York, US",2020-03-22,1873,0,2020,1,3
Wyoming,New York,US,42.70145109,-78.22199579,"Wyoming, New York, US",2020-03-22,2,0,2020,1,3
Yates,New York,US,42.63505484,-77.10369919,"Yates, New York, US",2020-03-22,0,0,2020,1,3
Out of NY,New York,US,0.0,0.0,"Out of NY, New York, US",2020-03-22,0,0,2020,1,3
Unassigned,New York,US,0.0,0.0,"Unassigned, New York, US",2020-03-22,23,38,2020,1,3
Albany,New York,US,42.60060306,-73.97723916,"Albany, New York, US",2020-03-23,127,0,2020,1,3
Allegany,New York,US,42.25748406,-78.02750466,"Allegany, New York, US",2020-03-23,2,0,2020,1,3
Bronx,New York,US,40.85209301,-73.86282755,"Bronx, New York, US",2020-03-23,0,0,2020,1,3
Broome,New York,US,42.15903158,-75.81326086,"Broome, New York, US",2020-03-23,3,1,2020,1,3
Cattaraugus,New York,US,42.24778241,-78.67923096,"Cattaraugus, New York, US",2020-03-23,0,0,2020,1,3
Cayuga,New York,US,42.91261714,-76.55731592,"Cayuga, New York, US",2020-03-23,0,0,2020,1,3
Chautauqua,New York,US,42.227692100000006,-79.36691763,"Chautauqua, New York, US",2020-03-23,0,0,2020,1,3
Chemung,New York,US,42.13891056,-76.7638805,"Chemung, New York, US",2020-03-23,2,0,2020,1,3
Chenango,New York,US,42.49430041,-75.60887553,"Chenango, New York, US",2020-03-23,2,0,2020,1,3
Clinton,New York,US,44.74530905,-73.67875352,"Clinton, New York, US",2020-03-23,4,0,2020,1,3
Columbia,New York,US,42.24819348,-73.63089095,"Columbia, New York, US",2020-03-23,17,0,2020,1,3
Cortland,New York,US,42.59509207,-76.07048931,"Cortland, New York, US",2020-03-23,2,0,2020,1,3
Delaware,New York,US,42.19837623,-74.96709306,"Delaware, New York, US",2020-03-23,1,0,2020,1,3
Dutchess,New York,US,41.764860600000006,-73.74356679,"Dutchess, New York, US",2020-03-23,100,1,2020,1,3
Erie,New York,US,42.76249024,-78.73063652,"Erie, New York, US",2020-03-23,87,0,2020,1,3
Essex,New York,US,44.11630765,-73.77297842,"Essex, New York, US",2020-03-23,3,0,2020,1,3
Franklin,New York,US,44.59040891,-74.29926032,"Franklin, New York, US",2020-03-23,0,0,2020,1,3
Fulton,New York,US,43.11363907,-74.41798804,"Fulton, New York, US",2020-03-23,1,0,2020,1,3
Genesee,New York,US,43.0022601,-78.19135193,"Genesee, New York, US",2020-03-23,1,0,2020,1,3
Greene,New York,US,42.275797,-74.12384884,"Greene, New York, US",2020-03-23,2,0,2020,1,3
Hamilton,New York,US,43.66146647,-74.49721957,"Hamilton, New York, US",2020-03-23,2,0,2020,1,3
Herkimer,New York,US,43.42034246,-74.96145307,"Herkimer, New York, US",2020-03-23,3,0,2020,1,3
Jefferson,New York,US,44.04200959,-75.94653457,"Jefferson, New York, US",2020-03-23,1,0,2020,1,3
Kings,New York,US,40.636182500000004,-73.94935552,"Kings, New York, US",2020-03-23,0,0,2020,1,3
Lewis,New York,US,43.784415700000004,-75.44903992,"Lewis, New York, US",2020-03-23,0,0,2020,1,3
Livingston,New York,US,42.72596275,-77.77966158,"Livingston, New York, US",2020-03-23,2,0,2020,1,3
Madison,New York,US,42.91653905,-75.67266639,"Madison, New York, US",2020-03-23,1,0,2020,1,3
Monroe,New York,US,43.14638895,-77.69322942,"Monroe, New York, US",2020-03-23,81,2,2020,1,3
Montgomery,New York,US,42.90123494,-74.44011632,"Montgomery, New York, US",2020-03-23,3,0,2020,1,3
Nassau,New York,US,40.74066522,-73.58941873,"Nassau, New York, US",2020-03-23,2442,4,2020,1,3
New York,New York,US,40.767272600000005,-73.97152637,"New York City, New York, US",2020-03-23,12305,99,2020,1,3
Niagara,New York,US,43.19898042,-78.74777412,"Niagara, New York, US",2020-03-23,9,0,2020,1,3
Oneida,New York,US,43.24375382,-75.43710392,"Oneida, New York, US",2020-03-23,5,0,2020,1,3
Onondaga,New York,US,43.00491923,-76.19971155,"Onondaga, New York, US",2020-03-23,53,0,2020,1,3
Ontario,New York,US,42.85145728,-77.30874425,"Ontario, New York, US",2020-03-23,4,0,2020,1,3
Orange,New York,US,41.40337468,-74.30240757,"Orange, New York, US",2020-03-23,389,0,2020,1,3
Orleans,New York,US,43.2516977,-78.2320066,"Orleans, New York, US",2020-03-23,0,0,2020,1,3
Oswego,New York,US,43.42778894,-76.14635194,"Oswego, New York, US",2020-03-23,2,0,2020,1,3
Otsego,New York,US,42.63492579,-75.03151402,"Otsego, New York, US",2020-03-23,1,0,2020,1,3
Putnam,New York,US,41.42630093,-73.74965532,"Putnam, New York, US",2020-03-23,31,0,2020,1,3
Queens,New York,US,40.71088124,-73.81684712,"Queens, New York, US",2020-03-23,0,0,2020,1,3
Rensselaer,New York,US,42.71348136,-73.51089874,"Rensselaer, New York, US",2020-03-23,20,0,2020,1,3
Richmond,New York,US,40.58582155,-74.14808598,"Richmond, New York, US",2020-03-23,0,0,2020,1,3
Rockland,New York,US,41.15027894,-74.02560498,"Rockland, New York, US",2020-03-23,592,1,2020,1,3
St. Lawrence,New York,US,44.4976179,-75.06550039,"St. Lawrence, New York, US",2020-03-23,0,0,2020,1,3
Saratoga,New York,US,43.10904162,-73.86653895,"Saratoga, New York, US",2020-03-23,35,0,2020,1,3
Schenectady,New York,US,42.81668777,-74.05278291,"Schenectady, New York, US",2020-03-23,32,0,2020,1,3
Schoharie,New York,US,42.58831742,-74.44339029999999,"Schoharie, New York, US",2020-03-23,1,0,2020,1,3
Schuyler,New York,US,42.39184015,-76.8773299,"Schuyler, New York, US",2020-03-23,0,0,2020,1,3
Seneca,New York,US,42.78081007,-76.82497064,"Seneca, New York, US",2020-03-23,0,0,2020,1,3
Steuben,New York,US,42.2689144,-77.3829924,"Steuben, New York, US",2020-03-23,4,0,2020,1,3
Suffolk,New York,US,40.88320119,-72.8012172,"Suffolk, New York, US",2020-03-23,1458,13,2020,1,3
Sullivan,New York,US,41.71579493,-74.76394559,"Sullivan, New York, US",2020-03-23,12,0,2020,1,3
Tioga,New York,US,42.16852837,-76.30835812,"Tioga, New York, US",2020-03-23,1,0,2020,1,3
Tompkins,New York,US,42.44945765,-76.47229843,"Tompkins, New York, US",2020-03-23,15,0,2020,1,3
Ulster,New York,US,41.89027881,-74.26252104,"Ulster, New York, US",2020-03-23,18,0,2020,1,3
Warren,New York,US,43.56173026,-73.8433699,"Warren, New York, US",2020-03-23,1,0,2020,1,3
Washington,New York,US,43.31153794,-73.43043448,"Washington, New York, US",2020-03-23,1,0,2020,1,3
Wayne,New York,US,43.15494365,-77.02976528,"Wayne, New York, US",2020-03-23,3,0,2020,1,3
Westchester,New York,US,41.16278376,-73.75741653,"Westchester, New York, US",2020-03-23,2894,0,2020,1,3
Wyoming,New York,US,42.70145109,-78.22199579,"Wyoming, New York, US",2020-03-23,2,1,2020,1,3
Yates,New York,US,42.63505484,-77.10369919,"Yates, New York, US",2020-03-23,0,0,2020,1,3
Out of NY,New York,US,0.0,0.0,"Out of NY, New York, US",2020-03-23,0,0,2020,1,3
Unassigned,New York,US,0.0,0.0,"Unassigned, New York, US",2020-03-23,107,36,2020,1,3
Albany,New York,US,42.60060306,-73.97723916,"Albany, New York, US",2020-03-24,146,0,2020,1,3
Allegany,New York,US,42.25748406,-78.02750466,"Allegany, New York, US",2020-03-24,2,0,2020,1,3
Bronx,New York,US,40.85209301,-73.86282755,"Bronx, New York, US",2020-03-24,0,0,2020,1,3
Broome,New York,US,42.15903158,-75.81326086,"Broome, New York, US",2020-03-24,9,1,2020,1,3
Cattaraugus,New York,US,42.24778241,-78.67923096,"Cattaraugus, New York, US",2020-03-24,0,0,2020,1,3
Cayuga,New York,US,42.91261714,-76.55731592,"Cayuga, New York, US",2020-03-24,2,0,2020,1,3
Chautauqua,New York,US,42.227692100000006,-79.36691763,"Chautauqua, New York, US",2020-03-24,2,0,2020,1,3
Chemung,New York,US,42.13891056,-76.7638805,"Chemung, New York, US",2020-03-24,3,0,2020,1,3
Chenango,New York,US,42.49430041,-75.60887553,"Chenango, New York, US",2020-03-24,3,0,2020,1,3
Clinton,New York,US,44.74530905,-73.67875352,"Clinton, New York, US",2020-03-24,6,0,2020,1,3
Columbia,New York,US,42.24819348,-73.63089095,"Columbia, New York, US",2020-03-24,18,0,2020,1,3
Cortland,New York,US,42.59509207,-76.07048931,"Cortland, New York, US",2020-03-24,2,0,2020,1,3
Delaware,New York,US,42.19837623,-74.96709306,"Delaware, New York, US",2020-03-24,3,0,2020,1,3
Dutchess,New York,US,41.764860600000006,-73.74356679,"Dutchess, New York, US",2020-03-24,124,1,2020,1,3
Erie,New York,US,42.76249024,-78.73063652,"Erie, New York, US",2020-03-24,114,0,2020,1,3
Essex,New York,US,44.11630765,-73.77297842,"Essex, New York, US",2020-03-24,3,0,2020,1,3
Franklin,New York,US,44.59040891,-74.29926032,"Franklin, New York, US",2020-03-24,0,0,2020,1,3
Fulton,New York,US,43.11363907,-74.41798804,"Fulton, New York, US",2020-03-24,1,0,2020,1,3
Genesee,New York,US,43.0022601,-78.19135193,"Genesee, New York, US",2020-03-24,1,0,2020,1,3
Greene,New York,US,42.275797,-74.12384884,"Greene, New York, US",2020-03-24,4,0,2020,1,3
Hamilton,New York,US,43.66146647,-74.49721957,"Hamilton, New York, US",2020-03-24,2,0,2020,1,3
Herkimer,New York,US,43.42034246,-74.96145307,"Herkimer, New York, US",2020-03-24,4,0,2020,1,3
Jefferson,New York,US,44.04200959,-75.94653457,"Jefferson, New York, US",2020-03-24,2,0,2020,1,3
Kings,New York,US,40.636182500000004,-73.94935552,"Kings, New York, US",2020-03-24,0,0,2020,1,3
Lewis,New York,US,43.784415700000004,-75.44903992,"Lewis, New York, US",2020-03-24,0,0,2020,1,3
Livingston,New York,US,42.72596275,-77.77966158,"Livingston, New York, US",2020-03-24,3,0,2020,1,3
Madison,New York,US,42.91653905,-75.67266639,"Madison, New York, US",2020-03-24,4,1,2020,1,3
Monroe,New York,US,43.14638895,-77.69322942,"Monroe, New York, US",2020-03-24,106,3,2020,1,3
Montgomery,New York,US,42.90123494,-74.44011632,"Montgomery, New York, US",2020-03-24,3,0,2020,1,3
Nassau,New York,US,40.74066522,-73.58941873,"Nassau, New York, US",2020-03-24,2869,9,2020,1,3
New York,New York,US,40.767272600000005,-73.97152637,"New York City, New York, US",2020-03-24,14904,131,2020,1,3
Niagara,New York,US,43.19898042,-78.74777412,"Niagara, New York, US",2020-03-24,10,0,2020,1,3
Oneida,New York,US,43.24375382,-75.43710392,"Oneida, New York, US",2020-03-24,10,0,2020,1,3
Onondaga,New York,US,43.00491923,-76.19971155,"Onondaga, New York, US",2020-03-24,60,1,2020,1,3
Ontario,New York,US,42.85145728,-77.30874425,"Ontario, New York, US",2020-03-24,6,0,2020,1,3
Orange,New York,US,41.40337468,-74.30240757,"Orange, New York, US",2020-03-24,498,0,2020,1,3
Orleans,New York,US,43.2516977,-78.2320066,"Orleans, New York, US",2020-03-24,0,0,2020,1,3
Oswego,New York,US,43.42778894,-76.14635194,"Oswego, New York, US",2020-03-24,2,0,2020,1,3
Otsego,New York,US,42.63492579,-75.03151402,"Otsego, New York, US",2020-03-24,1,0,2020,1,3
Putnam,New York,US,41.42630093,-73.74965532,"Putnam, New York, US",2020-03-24,82,0,2020,1,3
Queens,New York,US,40.71088124,-73.81684712,"Queens, New York, US",2020-03-24,0,0,2020,1,3
Rensselaer,New York,US,42.71348136,-73.51089874,"Rensselaer, New York, US",2020-03-24,33,0,2020,1,3
Richmond,New York,US,40.58582155,-74.14808598,"Richmond, New York, US",2020-03-24,0,0,2020,1,3
Rockland,New York,US,41.15027894,-74.02560498,"Rockland, New York, US",2020-03-24,671,5,2020,1,3
St. Lawrence,New York,US,44.4976179,-75.06550039,"St. Lawrence, New York, US",2020-03-24,1,0,2020,1,3
Saratoga,New York,US,43.10904162,-73.86653895,"Saratoga, New York, US",2020-03-24,53,0,2020,1,3
Schenectady,New York,US,42.81668777,-74.05278291,"Schenectady, New York, US",2020-03-24,44,0,2020,1,3
Schoharie,New York,US,42.58831742,-74.44339029999999,"Schoharie, New York, US",2020-03-24,1,0,2020,1,3
Schuyler,New York,US,42.39184015,-76.8773299,"Schuyler, New York, US",2020-03-24,0,0,2020,1,3
Seneca,New York,US,42.78081007,-76.82497064,"Seneca, New York, US",2020-03-24,0,0,2020,1,3
Steuben,New York,US,42.2689144,-77.3829924,"Steuben, New York, US",2020-03-24,8,0,2020,1,3
Suffolk,New York,US,40.88320119,-72.8012172,"Suffolk, New York, US",2020-03-24,1880,17,2020,1,3
Sullivan,New York,US,41.71579493,-74.76394559,"Sullivan, New York, US",2020-03-24,23,0,2020,1,3
Tioga,New York,US,42.16852837,-76.30835812,"Tioga, New York, US",2020-03-24,1,0,2020,1,3
Tompkins,New York,US,42.44945765,-76.47229843,"Tompkins, New York, US",2020-03-24,16,0,2020,1,3
Ulster,New York,US,41.89027881,-74.26252104,"Ulster, New York, US",2020-03-24,35,0,2020,1,3
Warren,New York,US,43.56173026,-73.8433699,"Warren, New York, US",2020-03-24,2,0,2020,1,3
Washington,New York,US,43.31153794,-73.43043448,"Washington, New York, US",2020-03-24,3,0,2020,1,3
Wayne,New York,US,43.15494365,-77.02976528,"Wayne, New York, US",2020-03-24,6,0,2020,1,3
Westchester,New York,US,41.16278376,-73.75741653,"Westchester, New York, US",2020-03-24,3891,1,2020,1,3
Wyoming,New York,US,42.70145109,-78.22199579,"Wyoming, New York, US",2020-03-24,4,1,2020,1,3
Yates,New York,US,42.63505484,-77.10369919,"Yates, New York, US",2020-03-24,0,0,2020,1,3
Out of NY,New York,US,0.0,0.0,"Out of NY, New York, US",2020-03-24,0,0,2020,1,3
Unassigned,New York,US,0.0,0.0,"Unassigned, New York, US",2020-03-24,0,39,2020,1,3
Albany,New York,US,42.60060306,-73.97723916,"Albany, New York, US",2020-03-25,152,0,2020,1,3
Allegany,New York,US,42.25748406,-78.02750466,"Allegany, New York, US",2020-03-25,2,0,2020,1,3
Bronx,New York,US,40.85209301,-73.86282755,"Bronx, New York, US",2020-03-25,0,0,2020,1,3
Broome,New York,US,42.15903158,-75.81326086,"Broome, New York, US",2020-03-25,11,2,2020,1,3
Cattaraugus,New York,US,42.24778241,-78.67923096,"Cattaraugus, New York, US",2020-03-25,0,0,2020,1,3
Cayuga,New York,US,42.91261714,-76.55731592,"Cayuga, New York, US",2020-03-25,2,0,2020,1,3
Chautauqua,New York,US,42.227692100000006,-79.36691763,"Chautauqua, New York, US",2020-03-25,2,0,2020,1,3
Chemung,New York,US,42.13891056,-76.7638805,"Chemung, New York, US",2020-03-25,3,0,2020,1,3
Chenango,New York,US,42.49430041,-75.60887553,"Chenango, New York, US",2020-03-25,3,0,2020,1,3
Clinton,New York,US,44.74530905,-73.67875352,"Clinton, New York, US",2020-03-25,10,0,2020,1,3
Columbia,New York,US,42.24819348,-73.63089095,"Columbia, New York, US",2020-03-25,19,0,2020,1,3
Cortland,New York,US,42.59509207,-76.07048931,"Cortland, New York, US",2020-03-25,3,0,2020,1,3
Delaware,New York,US,42.19837623,-74.96709306,"Delaware, New York, US",2020-03-25,5,0,2020,1,3
Dutchess,New York,US,41.764860600000006,-73.74356679,"Dutchess, New York, US",2020-03-25,153,1,2020,1,3
Erie,New York,US,42.76249024,-78.73063652,"Erie, New York, US",2020-03-25,122,1,2020,1,3
Essex,New York,US,44.11630765,-73.77297842,"Essex, New York, US",2020-03-25,4,0,2020,1,3
Franklin,New York,US,44.59040891,-74.29926032,"Franklin, New York, US",2020-03-25,1,0,2020,1,3
Fulton,New York,US,43.11363907,-74.41798804,"Fulton, New York, US",2020-03-25,1,0,2020,1,3
Genesee,New York,US,43.0022601,-78.19135193,"Genesee, New York, US",2020-03-25,2,0,2020,1,3
Greene,New York,US,42.275797,-74.12384884,"Greene, New York, US",2020-03-25,4,0,2020,1,3
Hamilton,New York,US,43.66146647,-74.49721957,"Hamilton, New York, US",2020-03-25,2,0,2020,1,3
Herkimer,New York,US,43.42034246,-74.96145307,"Herkimer, New York, US",2020-03-25,5,0,2020,1,3
Jefferson,New York,US,44.04200959,-75.94653457,"Jefferson, New York, US",2020-03-25,2,0,2020,1,3
Kings,New York,US,40.636182500000004,-73.94935552,"Kings, New York, US",2020-03-25,0,0,2020,1,3
Lewis,New York,US,43.784415700000004,-75.44903992,"Lewis, New York, US",2020-03-25,0,0,2020,1,3
Livingston,New York,US,42.72596275,-77.77966158,"Livingston, New York, US",2020-03-25,3,0,2020,1,3
Madison,New York,US,42.91653905,-75.67266639,"Madison, New York, US",2020-03-25,7,1,2020,1,3
Monroe,New York,US,43.14638895,-77.69322942,"Monroe, New York, US",2020-03-25,118,3,2020,1,3
Montgomery,New York,US,42.90123494,-74.44011632,"Montgomery, New York, US",2020-03-25,4,0,2020,1,3
Nassau,New York,US,40.74066522,-73.58941873,"Nassau, New York, US",2020-03-25,3285,17,2020,1,3
New York,New York,US,40.767272600000005,-73.97152637,"New York City, New York, US",2020-03-25,17856,199,2020,1,3
Niagara,New York,US,43.19898042,-78.74777412,"Niagara, New York, US",2020-03-25,12,0,2020,1,3
Oneida,New York,US,43.24375382,-75.43710392,"Oneida, New York, US",2020-03-25,10,0,2020,1,3
Onondaga,New York,US,43.00491923,-76.19971155,"Onondaga, New York, US",2020-03-25,81,1,2020,1,3
Ontario,New York,US,42.85145728,-77.30874425,"Ontario, New York, US",2020-03-25,9,0,2020,1,3
Orange,New York,US,41.40337468,-74.30240757,"Orange, New York, US",2020-03-25,638,1,2020,1,3
Orleans,New York,US,43.2516977,-78.2320066,"Orleans, New York, US",2020-03-25,0,0,2020,1,3
Oswego,New York,US,43.42778894,-76.14635194,"Oswego, New York, US",2020-03-25,2,0,2020,1,3
Otsego,New York,US,42.63492579,-75.03151402,"Otsego, New York, US",2020-03-25,2,0,2020,1,3
Putnam,New York,US,41.42630093,-73.74965532,"Putnam, New York, US",2020-03-25,84,0,2020,1,3
Queens,New York,US,40.71088124,-73.81684712,"Queens, New York, US",2020-03-25,0,0,2020,1,3
Rensselaer,New York,US,42.71348136,-73.51089874,"Rensselaer, New York, US",2020-03-25,33,0,2020,1,3
Richmond,New York,US,40.58582155,-74.14808598,"Richmond, New York, US",2020-03-25,0,0,2020,1,3
Rockland,New York,US,41.15027894,-74.02560498,"Rockland, New York, US",2020-03-25,968,5,2020,1,3
St. Lawrence,New York,US,44.4976179,-75.06550039,"St. Lawrence, New York, US",2020-03-25,1,0,2020,1,3
Saratoga,New York,US,43.10904162,-73.86653895,"Saratoga, New York, US",2020-03-25,64,0,2020,1,3
Schenectady,New York,US,42.81668777,-74.05278291,"Schenectady, New York, US",2020-03-25,55,1,2020,1,3
Schoharie,New York,US,42.58831742,-74.44339029999999,"Schoharie, New York, US",2020-03-25,2,0,2020,1,3
Schuyler,New York,US,42.39184015,-76.8773299,"Schuyler, New York, US",2020-03-25,0,0,2020,1,3
Seneca,New York,US,42.78081007,-76.82497064,"Seneca, New York, US",2020-03-25,0,0,2020,1,3
Steuben,New York,US,42.2689144,-77.3829924,"Steuben, New York, US",2020-03-25,8,0,2020,1,3
Suffolk,New York,US,40.88320119,-72.8012172,"Suffolk, New York, US",2020-03-25,2260,20,2020,1,3
Sullivan,New York,US,41.71579493,-74.76394559,"Sullivan, New York, US",2020-03-25,39,0,2020,1,3
Tioga,New York,US,42.16852837,-76.30835812,"Tioga, New York, US",2020-03-25,1,0,2020,1,3
Tompkins,New York,US,42.44945765,-76.47229843,"Tompkins, New York, US",2020-03-25,18,0,2020,1,3
Ulster,New York,US,41.89027881,-74.26252104,"Ulster, New York, US",2020-03-25,65,0,2020,1,3
Warren,New York,US,43.56173026,-73.8433699,"Warren, New York, US",2020-03-25,2,0,2020,1,3
Washington,New York,US,43.31153794,-73.43043448,"Washington, New York, US",2020-03-25,4,0,2020,1,3
Wayne,New York,US,43.15494365,-77.02976528,"Wayne, New York, US",2020-03-25,7,0,2020,1,3
Westchester,New York,US,41.16278376,-73.75741653,"Westchester, New York, US",2020-03-25,4691,1,2020,1,3
Wyoming,New York,US,42.70145109,-78.22199579,"Wyoming, New York, US",2020-03-25,4,1,2020,1,3
Yates,New York,US,42.63505484,-77.10369919,"Yates, New York, US",2020-03-25,0,0,2020,1,3
Out of NY,New York,US,0.0,0.0,"Out of NY, New York, US",2020-03-25,0,0,2020,1,3
Unassigned,New York,US,0.0,0.0,"Unassigned, New York, US",2020-03-25,0,31,2020,1,3
Albany,New York,US,42.60060306,-73.97723916,"Albany, New York, US",2020-03-26,171,0,2020,1,3
Allegany,New York,US,42.25748406,-78.02750466,"Allegany, New York, US",2020-03-26,2,0,2020,1,3
Bronx,New York,US,40.85209301,-73.86282755,"Bronx, New York, US",2020-03-26,0,0,2020,1,3
Broome,New York,US,42.15903158,-75.81326086,"Broome, New York, US",2020-03-26,16,2,2020,1,3
Cattaraugus,New York,US,42.24778241,-78.67923096,"Cattaraugus, New York, US",2020-03-26,0,0,2020,1,3
Cayuga,New York,US,42.91261714,-76.55731592,"Cayuga, New York, US",2020-03-26,2,0,2020,1,3
Chautauqua,New York,US,42.227692100000006,-79.36691763,"Chautauqua, New York, US",2020-03-26,2,0,2020,1,3
Chemung,New York,US,42.13891056,-76.7638805,"Chemung, New York, US",2020-03-26,7,0,2020,1,3
Chenango,New York,US,42.49430041,-75.60887553,"Chenango, New York, US",2020-03-26,3,0,2020,1,3
Clinton,New York,US,44.74530905,-73.67875352,"Clinton, New York, US",2020-03-26,11,0,2020,1,3
Columbia,New York,US,42.24819348,-73.63089095,"Columbia, New York, US",2020-03-26,24,0,2020,1,3
Cortland,New York,US,42.59509207,-76.07048931,"Cortland, New York, US",2020-03-26,3,0,2020,1,3
Delaware,New York,US,42.19837623,-74.96709306,"Delaware, New York, US",2020-03-26,7,0,2020,1,3
Dutchess,New York,US,41.764860600000006,-73.74356679,"Dutchess, New York, US",2020-03-26,190,1,2020,1,3
Erie,New York,US,42.76249024,-78.73063652,"Erie, New York, US",2020-03-26,206,2,2020,1,3
Essex,New York,US,44.11630765,-73.77297842,"Essex, New York, US",2020-03-26,5,0,2020,1,3
Franklin,New York,US,44.59040891,-74.29926032,"Franklin, New York, US",2020-03-26,1,0,2020,1,3
Fulton,New York,US,43.11363907,-74.41798804,"Fulton, New York, US",2020-03-26,1,0,2020,1,3
Genesee,New York,US,43.0022601,-78.19135193,"Genesee, New York, US",2020-03-26,4,0,2020,1,3
Greene,New York,US,42.275797,-74.12384884,"Greene, New York, US",2020-03-26,5,0,2020,1,3
Hamilton,New York,US,43.66146647,-74.49721957,"Hamilton, New York, US",2020-03-26,2,0,2020,1,3
Herkimer,New York,US,43.42034246,-74.96145307,"Herkimer, New York, US",2020-03-26,7,0,2020,1,3
Jefferson,New York,US,44.04200959,-75.94653457,"Jefferson, New York, US",2020-03-26,4,0,2020,1,3
Kings,New York,US,40.636182500000004,-73.94935552,"Kings, New York, US",2020-03-26,0,0,2020,1,3
Lewis,New York,US,43.784415700000004,-75.44903992,"Lewis, New York, US",2020-03-26,0,0,2020,1,3
Livingston,New York,US,42.72596275,-77.77966158,"Livingston, New York, US",2020-03-26,3,0,2020,1,3
Madison,New York,US,42.91653905,-75.67266639,"Madison, New York, US",2020-03-26,9,1,2020,1,3
Monroe,New York,US,43.14638895,-77.69322942,"Monroe, New York, US",2020-03-26,148,4,2020,1,3
Montgomery,New York,US,42.90123494,-74.44011632,"Montgomery, New York, US",2020-03-26,5,0,2020,1,3
Nassau,New York,US,40.74066522,-73.58941873,"Nassau, New York, US",2020-03-26,3914,17,2020,1,3
New York,New York,US,40.767272600000005,-73.97152637,"New York City, New York, US",2020-03-26,21873,281,2020,1,3
Niagara,New York,US,43.19898042,-78.74777412,"Niagara, New York, US",2020-03-26,14,0,2020,1,3
